date_of_operation,restaurant_type,branch_identifier,state_of_operation,region_of_operation,number_of_customers
8-15-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-16-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-17-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-18-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-19-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-20-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-21-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-22-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-23-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-24-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-25-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-26-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-27-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-28-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-29-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-30-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
8-31-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-09-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-13-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-14-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-15-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-16-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-17-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-18-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-19-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-20-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-21-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-22-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-23-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-24-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-25-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-26-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-27-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-28-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-29-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
9-30-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-10-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-13-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-14-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-15-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-16-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-17-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-18-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-19-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-20-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-21-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-22-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-23-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-24-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-25-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-26-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-27-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-28-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-29-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-30-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-31-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-11-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-13-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-14-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-15-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-16-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-17-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-18-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-19-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-20-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-21-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-22-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-23-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-24-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-25-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-26-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-27-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-28-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-29-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-30-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-12-2017,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-13-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-14-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-15-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-16-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-17-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-18-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-19-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-20-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-21-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-22-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-23-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-24-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-25-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-26-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-27-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-28-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-29-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-30-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-31-17,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-01-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
1-31-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-02-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
2-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-03-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
3-31-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
10-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-04-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
4-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
10-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
12-05-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
5-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
5-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
5-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
5-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
5-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
5-31-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
06-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
07-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
08-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
10-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
12-06-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
6-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
6-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
6-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
6-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
6-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
6-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
6-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
6-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
6-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
6-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
6-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
01-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
03-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
04-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
05-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,3
06-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
07-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
08-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
09-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
10-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
11-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
12-07-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
7-13-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
7-14-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
7-15-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-16-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
7-17-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
7-18-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-19-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
7-20-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
7-21-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
7-22-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-23-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,2
7-24-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-25-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-26-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
7-27-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-28-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-29-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
7-30-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,1
7-31-18,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
01-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
02-08-2018,eat-in,branch_num_111.0,ANDHRA PRADESH,SOUTH,0
